POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Jonny Bairstow,114,56,203.57,12,7,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019
2,Prithvi Shaw,99,55,180,12,3,KKR,Arun Jaitley Stadium,30 March 2019
3,Ajinkya Rahane,105,63,166.66,11,3,DC,Sawai Mansingh Stadium,22 April 2019
4,Shikhar Dhawan,97,63,153.96,11,2,KKR,Eden Gardens,12 April 2019
5,David Warner,50,25,200,10,0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
6,Sanju Samson,102,55,185.45,10,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
7,Faf du Plessis,96,55,174.54,10,4,PBKS,IS Bindra Stadium,05 May 2019
8,Jos Buttler,69,43,160.46,10,2,PBKS,Sawai Mansingh Stadium,25 March 2019
9,Chris Gayle,99,64,154.68,10,5,RCB,IS Bindra Stadium,13 April 2019
10,Suryakumar Yadav,71,54,131.48,10,0,CSK,Chidambaram,07 May 2019
11,David Warner,69,37,186.48,9,2,RR,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
12,Nitish Rana,85,46,184.78,9,5,RCB,Eden Gardens,19 April 2019
13,Shane Watson,96,53,181.13,9,6,SRH,Chidambaram,23 April 2019
14,Virat Kohli,100,58,172.41,9,4,KKR,Eden Gardens,19 April 2019
15,Jonny Bairstow,48,28,171.42,9,1,DC,Arun Jaitley Stadium,04 April 2019
16,Virat Kohli,84,49,171.42,9,2,KKR,M. Chinnaswamy Stadium,05 April 2019
17,Manish Pandey,61,36,169.44,9,0,RR,Sawai Mansingh Stadium,27 April 2019
18,Parthiv Patel,67,41,163.41,9,1,RR,Sawai Mansingh Stadium,02 April 2019
19,David Warner,85,53,160.37,9,3,KKR,Eden Gardens,24 March 2019
20,Jos Buttler,89,43,206.97,8,7,MI,Wankhede Stadium,13 April 2019
21,Shikhar Dhawan,54,27,200,8,2,RR,Sawai Mansingh Stadium,22 April 2019
22,Chris Lynn,54,29,186.2,8,2,MI,Eden Gardens,28 April 2019
23,Chris Gayle,79,47,168.08,8,4,RR,Sawai Mansingh Stadium,25 March 2019
24,Suresh Raina,59,37,159.45,8,1,DC,Chidambaram,01 May 2019
25,Steve Smith,50,32,156.25,8,0,DC,Sawai Mansingh Stadium,22 April 2019
26,Manish Pandey,71,47,151.06,8,2,MI,Wankhede Stadium,02 May 2019
27,Rohit Sharma,48,33,145.45,8,1,RCB,M. Chinnaswamy Stadium,28 March 2019
28,Nitish Rana,68,47,144.68,8,3,SRH,Eden Gardens,24 March 2019
29,Suryakumar Yadav,59,43,137.2,8,1,CSK,Wankhede Stadium,03 April 2019
30,Jos Buttler,59,43,137.2,8,1,RCB,Sawai Mansingh Stadium,02 April 2019
31,Shane Watson,80,59,135.59,8,4,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
32,Gurkeerat Mann Singh,65,48,135.41,8,1,SRH,M. Chinnaswamy Stadium,04 May 2019
33,Shreyas Iyer,67,50,134,8,2,RCB,M. Chinnaswamy Stadium,07 April 2019
34,Virat Kohli,67,53,126.41,8,0,PBKS,IS Bindra Stadium,13 April 2019
35,Rohit Sharma,55,48,114.58,8,0,KKR,Wankhede Stadium,05 May 2019
36,Kedar Jadhav,58,54,107.4,8,1,MI,Wankhede Stadium,03 April 2019
37,Rishabh Pant,78,27,288.88,7,7,MI,Wankhede Stadium,24 March 2019
38,Sam Curran,55,24,229.16,7,2,KKR,IS Bindra Stadium,03 May 2019
39,KL Rahul,71,36,197.22,7,5,CSK,IS Bindra Stadium,05 May 2019
40,Parthiv Patel,39,20,195,7,1,DC,Arun Jaitley Stadium,28 April 2019
41,Dinesh Karthik,97,50,194,7,9,RR,Eden Gardens,25 April 2019
42,Jonny Bairstow,80,43,186.04,7,4,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
43,Parthiv Patel,43,24,179.16,7,2,PBKS,M. Chinnaswamy Stadium,24 April 2019
44,Manish Pandey,83,49,169.38,7,3,CSK,Chidambaram,23 April 2019
45,Shubman Gill,65,39,166.66,7,2,DC,Eden Gardens,12 April 2019
46,Chris Lynn,82,51,160.78,7,6,CSK,Eden Gardens,14 April 2019
47,KL Rahul,42,27,155.55,7,1,RCB,M. Chinnaswamy Stadium,24 April 2019
48,Colin Ingram,47,32,146.87,7,1,MI,Wankhede Stadium,24 March 2019
49,David Warner,81,56,144.64,7,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
50,Suresh Raina,58,42,138.09,7,1,KKR,Eden Gardens,14 April 2019
51,Shikhar Dhawan,56,41,136.58,7,1,PBKS,Arun Jaitley Stadium,20 April 2019
52,KL Rahul,71,53,133.96,7,1,SRH,IS Bindra Stadium,08 April 2019
53,Faf du Plessis,50,39,128.2,7,1,DC,ACA-VDCA Stadium,10 May 2019
54,Steve Smith,73,59,123.72,7,1,KKR,Sawai Mansingh Stadium,07 April 2019
55,Shikhar Dhawan,51,47,108.51,7,0,CSK,Arun Jaitley Stadium,26 March 2019
56,Hardik Pandya,91,34,267.64,6,9,KKR,Eden Gardens,28 April 2019
57,Rishabh Pant,78,36,216.66,6,4,RR,Sawai Mansingh Stadium,22 April 2019
58,Andre Russell,80,40,200,6,8,MI,Eden Gardens,28 April 2019
59,Sunil Narine,47,25,188,6,3,RR,Sawai Mansingh Stadium,07 April 2019
60,Chris Gayle,69,37,186.48,6,5,DC,Arun Jaitley Stadium,20 April 2019
61,Sanju Samson,35,19,184.21,6,1,MI,Sawai Mansingh Stadium,20 April 2019
62,Ajinkya Rahane,37,21,176.19,6,1,MI,Wankhede Stadium,13 April 2019
63,Mayank Agarwal,58,34,170.58,6,1,KKR,Eden Gardens,27 March 2019
64,Shubman Gill,76,45,168.88,6,4,MI,Eden Gardens,28 April 2019
65,Jonny Bairstow,45,28,160.71,6,1,RR,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
66,Sarfaraz Khan,46,29,158.62,6,1,RR,Sawai Mansingh Stadium,25 March 2019
67,Suresh Raina,38,24,158.33,6,1,SRH,Chidambaram,23 April 2019
68,KL Rahul,100,64,156.25,6,6,MI,Wankhede Stadium,10 April 2019
69,Chris Lynn,50,32,156.25,6,3,RR,Sawai Mansingh Stadium,07 April 2019
70,Quinton de Kock,81,52,155.76,6,4,RR,Wankhede Stadium,13 April 2019
71,Quinton de Kock,60,39,153.84,6,2,PBKS,IS Bindra Stadium,30 March 2019
72,Prithvi Shaw,56,38,147.36,6,2,SRH,ACA-VDCA Stadium,08 May 2019
73,AB de Villiers,75,51,147.05,6,4,MI,Wankhede Stadium,15 April 2019
74,Rohit Sharma,47,32,146.87,6,1,RR,Wankhede Stadium,13 April 2019
75,Virat Kohli,46,32,143.75,6,0,MI,M. Chinnaswamy Stadium,28 March 2019
